Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_STATE,Geo_COUNTY,Geo_TRACT,SE_A01001_001,SE_A01001_002
36005000100,14000US36005000100,"Census Tract 1, Bronx County, New York","Census Tract 1, Bronx County, New York",ny,140,0,ACSSF,3481,36,5,100,7411,0
36005000200,14000US36005000200,"Census Tract 2, Bronx County, New York","Census Tract 2, Bronx County, New York",ny,140,0,ACSSF,3482,36,5,200,5058,170
36005000400,14000US36005000400,"Census Tract 4, Bronx County, New York","Census Tract 4, Bronx County, New York",ny,140,0,ACSSF,3483,36,5,400,5944,234
36005001600,14000US36005001600,"Census Tract 16, Bronx County, New York","Census Tract 16, Bronx County, New York",ny,140,0,ACSSF,3484,36,5,1600,6115,443
36005001900,14000US36005001900,"Census Tract 19, Bronx County, New York","Census Tract 19, Bronx County, New York",ny,140,0,ACSSF,3485,36,5,1900,2817,302
36005002000,14000US36005002000,"Census Tract 20, Bronx County, New York","Census Tract 20, Bronx County, New York",ny,140,0,ACSSF,3486,36,5,2000,9608,1055
36005002300,14000US36005002300,"Census Tract 23, Bronx County, New York","Census Tract 23, Bronx County, New York",ny,140,0,ACSSF,3487,36,5,2300,4733,253
36005002400,14000US36005002400,"Census Tract 24, Bronx County, New York","Census Tract 24, Bronx County, New York",ny,140,0,ACSSF,3488,36,5,2400,130,0
36005002500,14000US36005002500,"Census Tract 25, Bronx County, New York","Census Tract 25, Bronx County, New York",ny,140,0,ACSSF,3489,36,5,2500,5760,501
36005002701,14000US36005002701,"Census Tract 27.01, Bronx County, New York","Census Tract 27.01, Bronx County, New York",ny,140,0,ACSSF,3490,36,5,2701,2958,224
36005002702,14000US36005002702,"Census Tract 27.02, Bronx County, New York","Census Tract 27.02, Bronx County, New York",ny,140,0,ACSSF,3491,36,5,2702,4538,344
36005002800,14000US36005002800,"Census Tract 28, Bronx County, New York","Census Tract 28, Bronx County, New York",ny,140,0,ACSSF,3492,36,5,2800,5423,418
36005003100,14000US36005003100,"Census Tract 31, Bronx County, New York","Census Tract 31, Bronx County, New York",ny,140,0,ACSSF,3493,36,5,3100,1675,101
36005003300,14000US36005003300,"Census Tract 33, Bronx County, New York","Census Tract 33, Bronx County, New York",ny,140,0,ACSSF,3494,36,5,3300,3693,227
36005003500,14000US36005003500,"Census Tract 35, Bronx County, New York","Census Tract 35, Bronx County, New York",ny,140,0,ACSSF,3495,36,5,3500,3821,412
36005003700,14000US36005003700,"Census Tract 37, Bronx County, New York","Census Tract 37, Bronx County, New York",ny,140,0,ACSSF,3496,36,5,3700,292,0
36005003800,14000US36005003800,"Census Tract 38, Bronx County, New York","Census Tract 38, Bronx County, New York",ny,140,0,ACSSF,3497,36,5,3800,1437,87
36005003900,14000US36005003900,"Census Tract 39, Bronx County, New York","Census Tract 39, Bronx County, New York",ny,140,0,ACSSF,3498,36,5,3900,6473,709
36005004001,14000US36005004001,"Census Tract 40.01, Bronx County, New York","Census Tract 40.01, Bronx County, New York",ny,140,0,ACSSF,3499,36,5,4001,1428,78
36005004100,14000US36005004100,"Census Tract 41, Bronx County, New York","Census Tract 41, Bronx County, New York",ny,140,0,ACSSF,3500,36,5,4100,5946,494
36005004200,14000US36005004200,"Census Tract 42, Bronx County, New York","Census Tract 42, Bronx County, New York",ny,140,0,ACSSF,3501,36,5,4200,7814,645
36005004300,14000US36005004300,"Census Tract 43, Bronx County, New York","Census Tract 43, Bronx County, New York",ny,140,0,ACSSF,3502,36,5,4300,6190,523
36005004400,14000US36005004400,"Census Tract 44, Bronx County, New York","Census Tract 44, Bronx County, New York",ny,140,0,ACSSF,3503,36,5,4400,4446,338
36005004600,14000US36005004600,"Census Tract 46, Bronx County, New York","Census Tract 46, Bronx County, New York",ny,140,0,ACSSF,3504,36,5,4600,1876,88
36005004800,14000US36005004800,"Census Tract 48, Bronx County, New York","Census Tract 48, Bronx County, New York",ny,140,0,ACSSF,3505,36,5,4800,4536,423
36005005001,14000US36005005001,"Census Tract 50.01, Bronx County, New York","Census Tract 50.01, Bronx County, New York",ny,140,0,ACSSF,3506,36,5,5001,5101,340
36005005002,14000US36005005002,"Census Tract 50.02, Bronx County, New York","Census Tract 50.02, Bronx County, New York",ny,140,0,ACSSF,3507,36,5,5002,5583,449
36005005100,14000US36005005100,"Census Tract 51, Bronx County, New York","Census Tract 51, Bronx County, New York",ny,140,0,ACSSF,3508,36,5,5100,5721,564
36005005200,14000US36005005200,"Census Tract 52, Bronx County, New York","Census Tract 52, Bronx County, New York",ny,140,0,ACSSF,3509,36,5,5200,2151,257
36005005300,14000US36005005300,"Census Tract 53, Bronx County, New York","Census Tract 53, Bronx County, New York",ny,140,0,ACSSF,3510,36,5,5300,4167,377
36005005400,14000US36005005400,"Census Tract 54, Bronx County, New York","Census Tract 54, Bronx County, New York",ny,140,0,ACSSF,3511,36,5,5400,6463,531
36005005600,14000US36005005600,"Census Tract 56, Bronx County, New York","Census Tract 56, Bronx County, New York",ny,140,0,ACSSF,3512,36,5,5600,2608,241
36005005902,14000US36005005902,"Census Tract 59.02, Bronx County, New York","Census Tract 59.02, Bronx County, New York",ny,140,0,ACSSF,3513,36,5,5902,2757,77
36005006000,14000US36005006000,"Census Tract 60, Bronx County, New York","Census Tract 60, Bronx County, New York",ny,140,0,ACSSF,3514,36,5,6000,1328,90
36005006100,14000US36005006100,"Census Tract 61, Bronx County, New York","Census Tract 61, Bronx County, New York",ny,140,0,ACSSF,3515,36,5,6100,3869,151
36005006200,14000US36005006200,"Census Tract 62, Bronx County, New York","Census Tract 62, Bronx County, New York",ny,140,0,ACSSF,3516,36,5,6200,7268,340
36005006300,14000US36005006300,"Census Tract 63, Bronx County, New York","Census Tract 63, Bronx County, New York",ny,140,0,ACSSF,3517,36,5,6300,4298,269
36005006400,14000US36005006400,"Census Tract 64, Bronx County, New York","Census Tract 64, Bronx County, New York",ny,140,0,ACSSF,3518,36,5,6400,3309,245
36005006500,14000US36005006500,"Census Tract 65, Bronx County, New York","Census Tract 65, Bronx County, New York",ny,140,0,ACSSF,3519,36,5,6500,5471,462
36005006700,14000US36005006700,"Census Tract 67, Bronx County, New York","Census Tract 67, Bronx County, New York",ny,140,0,ACSSF,3520,36,5,6700,7314,710
36005006800,14000US36005006800,"Census Tract 68, Bronx County, New York","Census Tract 68, Bronx County, New York",ny,140,0,ACSSF,3521,36,5,6800,3435,280
36005006900,14000US36005006900,"Census Tract 69, Bronx County, New York","Census Tract 69, Bronx County, New York",ny,140,0,ACSSF,3522,36,5,6900,8351,756
36005007000,14000US36005007000,"Census Tract 70, Bronx County, New York","Census Tract 70, Bronx County, New York",ny,140,0,ACSSF,3523,36,5,7000,4899,353
36005007100,14000US36005007100,"Census Tract 71, Bronx County, New York","Census Tract 71, Bronx County, New York",ny,140,0,ACSSF,3524,36,5,7100,2702,154
36005007200,14000US36005007200,"Census Tract 72, Bronx County, New York","Census Tract 72, Bronx County, New York",ny,140,0,ACSSF,3525,36,5,7200,5520,549
36005007300,14000US36005007300,"Census Tract 73, Bronx County, New York","Census Tract 73, Bronx County, New York",ny,140,0,ACSSF,3526,36,5,7300,4139,402
36005007400,14000US36005007400,"Census Tract 74, Bronx County, New York","Census Tract 74, Bronx County, New York",ny,140,0,ACSSF,3527,36,5,7400,3466,157
36005007500,14000US36005007500,"Census Tract 75, Bronx County, New York","Census Tract 75, Bronx County, New York",ny,140,0,ACSSF,3528,36,5,7500,6039,435
36005007600,14000US36005007600,"Census Tract 76, Bronx County, New York","Census Tract 76, Bronx County, New York",ny,140,0,ACSSF,3529,36,5,7600,5142,404
36005007700,14000US36005007700,"Census Tract 77, Bronx County, New York","Census Tract 77, Bronx County, New York",ny,140,0,ACSSF,3530,36,5,7700,2087,181
36005007800,14000US36005007800,"Census Tract 78, Bronx County, New York","Census Tract 78, Bronx County, New York",ny,140,0,ACSSF,3531,36,5,7800,7035,593
36005007900,14000US36005007900,"Census Tract 79, Bronx County, New York","Census Tract 79, Bronx County, New York",ny,140,0,ACSSF,3532,36,5,7900,7051,793
36005008300,14000US36005008300,"Census Tract 83, Bronx County, New York","Census Tract 83, Bronx County, New York",ny,140,0,ACSSF,3533,36,5,8300,6575,562
36005008400,14000US36005008400,"Census Tract 84, Bronx County, New York","Census Tract 84, Bronx County, New York",ny,140,0,ACSSF,3534,36,5,8400,2809,152
36005008500,14000US36005008500,"Census Tract 85, Bronx County, New York","Census Tract 85, Bronx County, New York",ny,140,0,ACSSF,3535,36,5,8500,6587,442
36005008600,14000US36005008600,"Census Tract 86, Bronx County, New York","Census Tract 86, Bronx County, New York",ny,140,0,ACSSF,3536,36,5,8600,4046,93
36005008700,14000US36005008700,"Census Tract 87, Bronx County, New York","Census Tract 87, Bronx County, New York",ny,140,0,ACSSF,3537,36,5,8700,6093,364
36005008900,14000US36005008900,"Census Tract 89, Bronx County, New York","Census Tract 89, Bronx County, New York",ny,140,0,ACSSF,3538,36,5,8900,3373,237
36005009000,14000US36005009000,"Census Tract 90, Bronx County, New York","Census Tract 90, Bronx County, New York",ny,140,0,ACSSF,3539,36,5,9000,3877,258
36005009200,14000US36005009200,"Census Tract 92, Bronx County, New York","Census Tract 92, Bronx County, New York",ny,140,0,ACSSF,3540,36,5,9200,6202,663
36005009300,14000US36005009300,"Census Tract 93, Bronx County, New York","Census Tract 93, Bronx County, New York",ny,140,0,ACSSF,3541,36,5,9300,6424,437
36005009600,14000US36005009600,"Census Tract 96, Bronx County, New York","Census Tract 96, Bronx County, New York",ny,140,0,ACSSF,3542,36,5,9600,2607,182
36005009800,14000US36005009800,"Census Tract 98, Bronx County, New York","Census Tract 98, Bronx County, New York",ny,140,0,ACSSF,3543,36,5,9800,5189,231
36005011000,14000US36005011000,"Census Tract 110, Bronx County, New York","Census Tract 110, Bronx County, New York",ny,140,0,ACSSF,3544,36,5,11000,113,0
36005011502,14000US36005011502,"Census Tract 115.02, Bronx County, New York","Census Tract 115.02, Bronx County, New York",ny,140,0,ACSSF,3545,36,5,11502,4568,482
36005011700,14000US36005011700,"Census Tract 117, Bronx County, New York","Census Tract 117, Bronx County, New York",ny,140,0,ACSSF,3546,36,5,11700,1616,86
36005011800,14000US36005011800,"Census Tract 118, Bronx County, New York","Census Tract 118, Bronx County, New York",ny,140,0,ACSSF,3547,36,5,11800,5220,206
36005011900,14000US36005011900,"Census Tract 119, Bronx County, New York","Census Tract 119, Bronx County, New York",ny,140,0,ACSSF,3548,36,5,11900,5474,462
36005012101,14000US36005012101,"Census Tract 121.01, Bronx County, New York","Census Tract 121.01, Bronx County, New York",ny,140,0,ACSSF,3549,36,5,12101,2970,262
36005012102,14000US36005012102,"Census Tract 121.02, Bronx County, New York","Census Tract 121.02, Bronx County, New York",ny,140,0,ACSSF,3550,36,5,12102,1561,105
36005012300,14000US36005012300,"Census Tract 123, Bronx County, New York","Census Tract 123, Bronx County, New York",ny,140,0,ACSSF,3551,36,5,12300,3995,312
36005012500,14000US36005012500,"Census Tract 125, Bronx County, New York","Census Tract 125, Bronx County, New York",ny,140,0,ACSSF,3552,36,5,12500,4510,438
36005012701,14000US36005012701,"Census Tract 127.01, Bronx County, New York","Census Tract 127.01, Bronx County, New York",ny,140,0,ACSSF,3553,36,5,12701,1982,66
36005012901,14000US36005012901,"Census Tract 129.01, Bronx County, New York","Census Tract 129.01, Bronx County, New York",ny,140,0,ACSSF,3554,36,5,12901,4504,289
36005013000,14000US36005013000,"Census Tract 130, Bronx County, New York","Census Tract 130, Bronx County, New York",ny,140,0,ACSSF,3555,36,5,13000,1520,116
36005013100,14000US36005013100,"Census Tract 131, Bronx County, New York","Census Tract 131, Bronx County, New York",ny,140,0,ACSSF,3556,36,5,13100,5240,551
36005013200,14000US36005013200,"Census Tract 132, Bronx County, New York","Census Tract 132, Bronx County, New York",ny,140,0,ACSSF,3557,36,5,13200,7202,474
36005013300,14000US36005013300,"Census Tract 133, Bronx County, New York","Census Tract 133, Bronx County, New York",ny,140,0,ACSSF,3558,36,5,13300,5934,580
36005013500,14000US36005013500,"Census Tract 135, Bronx County, New York","Census Tract 135, Bronx County, New York",ny,140,0,ACSSF,3559,36,5,13500,3717,258
36005013800,14000US36005013800,"Census Tract 138, Bronx County, New York","Census Tract 138, Bronx County, New York",ny,140,0,ACSSF,3560,36,5,13800,2480,213
36005014100,14000US36005014100,"Census Tract 141, Bronx County, New York","Census Tract 141, Bronx County, New York",ny,140,0,ACSSF,3561,36,5,14100,5795,599
36005014300,14000US36005014300,"Census Tract 143, Bronx County, New York","Census Tract 143, Bronx County, New York",ny,140,0,ACSSF,3562,36,5,14300,1193,48
36005014400,14000US36005014400,"Census Tract 144, Bronx County, New York","Census Tract 144, Bronx County, New York",ny,140,0,ACSSF,3563,36,5,14400,5417,293
36005014500,14000US36005014500,"Census Tract 145, Bronx County, New York","Census Tract 145, Bronx County, New York",ny,140,0,ACSSF,3564,36,5,14500,7919,875
36005014701,14000US36005014701,"Census Tract 147.01, Bronx County, New York","Census Tract 147.01, Bronx County, New York",ny,140,0,ACSSF,3565,36,5,14701,7637,834
36005014702,14000US36005014702,"Census Tract 147.02, Bronx County, New York","Census Tract 147.02, Bronx County, New York",ny,140,0,ACSSF,3566,36,5,14702,5511,525
36005014900,14000US36005014900,"Census Tract 149, Bronx County, New York","Census Tract 149, Bronx County, New York",ny,140,0,ACSSF,3567,36,5,14900,4423,365
36005015100,14000US36005015100,"Census Tract 151, Bronx County, New York","Census Tract 151, Bronx County, New York",ny,140,0,ACSSF,3568,36,5,15100,5086,403
36005015200,14000US36005015200,"Census Tract 152, Bronx County, New York","Census Tract 152, Bronx County, New York",ny,140,0,ACSSF,3569,36,5,15200,2828,169
36005015300,14000US36005015300,"Census Tract 153, Bronx County, New York","Census Tract 153, Bronx County, New York",ny,140,0,ACSSF,3570,36,5,15300,4847,383
36005015500,14000US36005015500,"Census Tract 155, Bronx County, New York","Census Tract 155, Bronx County, New York",ny,140,0,ACSSF,3571,36,5,15500,3016,297
36005015700,14000US36005015700,"Census Tract 157, Bronx County, New York","Census Tract 157, Bronx County, New York",ny,140,0,ACSSF,3572,36,5,15700,4515,279
36005015800,14000US36005015800,"Census Tract 158, Bronx County, New York","Census Tract 158, Bronx County, New York",ny,140,0,ACSSF,3573,36,5,15800,1234,98
36005015900,14000US36005015900,"Census Tract 159, Bronx County, New York","Census Tract 159, Bronx County, New York",ny,140,0,ACSSF,3574,36,5,15900,1862,34
36005016000,14000US36005016000,"Census Tract 160, Bronx County, New York","Census Tract 160, Bronx County, New York",ny,140,0,ACSSF,3575,36,5,16000,3760,205
36005016100,14000US36005016100,"Census Tract 161, Bronx County, New York","Census Tract 161, Bronx County, New York",ny,140,0,ACSSF,3576,36,5,16100,4417,558
36005016200,14000US36005016200,"Census Tract 162, Bronx County, New York","Census Tract 162, Bronx County, New York",ny,140,0,ACSSF,3577,36,5,16200,1984,116
36005016300,14000US36005016300,"Census Tract 163, Bronx County, New York","Census Tract 163, Bronx County, New York",ny,140,0,ACSSF,3578,36,5,16300,0,0
36005016400,14000US36005016400,"Census Tract 164, Bronx County, New York","Census Tract 164, Bronx County, New York",ny,140,0,ACSSF,3579,36,5,16400,1031,69
36005016500,14000US36005016500,"Census Tract 165, Bronx County, New York","Census Tract 165, Bronx County, New York",ny,140,0,ACSSF,3580,36,5,16500,996,103
36005016600,14000US36005016600,"Census Tract 166, Bronx County, New York","Census Tract 166, Bronx County, New York",ny,140,0,ACSSF,3581,36,5,16600,2324,104
36005016700,14000US36005016700,"Census Tract 167, Bronx County, New York","Census Tract 167, Bronx County, New York",ny,140,0,ACSSF,3582,36,5,16700,3269,375
36005016900,14000US36005016900,"Census Tract 169, Bronx County, New York","Census Tract 169, Bronx County, New York",ny,140,0,ACSSF,3583,36,5,16900,1440,89
36005017100,14000US36005017100,"Census Tract 171, Bronx County, New York","Census Tract 171, Bronx County, New York",ny,140,0,ACSSF,3584,36,5,17100,0,0
36005017300,14000US36005017300,"Census Tract 173, Bronx County, New York","Census Tract 173, Bronx County, New York",ny,140,0,ACSSF,3585,36,5,17300,5615,121
36005017500,14000US36005017500,"Census Tract 175, Bronx County, New York","Census Tract 175, Bronx County, New York",ny,140,0,ACSSF,3586,36,5,17500,7140,428
36005017701,14000US36005017701,"Census Tract 177.01, Bronx County, New York","Census Tract 177.01, Bronx County, New York",ny,140,0,ACSSF,3587,36,5,17701,4857,479
36005017702,14000US36005017702,"Census Tract 177.02, Bronx County, New York","Census Tract 177.02, Bronx County, New York",ny,140,0,ACSSF,3588,36,5,17702,5522,316
36005017901,14000US36005017901,"Census Tract 179.01, Bronx County, New York","Census Tract 179.01, Bronx County, New York",ny,140,0,ACSSF,3589,36,5,17901,5071,360
36005017902,14000US36005017902,"Census Tract 179.02, Bronx County, New York","Census Tract 179.02, Bronx County, New York",ny,140,0,ACSSF,3590,36,5,17902,4007,273
36005018101,14000US36005018101,"Census Tract 181.01, Bronx County, New York","Census Tract 181.01, Bronx County, New York",ny,140,0,ACSSF,3591,36,5,18101,2973,176
36005018102,14000US36005018102,"Census Tract 181.02, Bronx County, New York","Census Tract 181.02, Bronx County, New York",ny,140,0,ACSSF,3592,36,5,18102,6247,511
36005018301,14000US36005018301,"Census Tract 183.01, Bronx County, New York","Census Tract 183.01, Bronx County, New York",ny,140,0,ACSSF,3593,36,5,18301,3971,235
36005018302,14000US36005018302,"Census Tract 183.02, Bronx County, New York","Census Tract 183.02, Bronx County, New York",ny,140,0,ACSSF,3594,36,5,18302,3589,225
36005018400,14000US36005018400,"Census Tract 184, Bronx County, New York","Census Tract 184, Bronx County, New York",ny,140,0,ACSSF,3595,36,5,18400,3780,131
36005018500,14000US36005018500,"Census Tract 185, Bronx County, New York","Census Tract 185, Bronx County, New York",ny,140,0,ACSSF,3596,36,5,18500,8449,973
36005018900,14000US36005018900,"Census Tract 189, Bronx County, New York","Census Tract 189, Bronx County, New York",ny,140,0,ACSSF,3597,36,5,18900,8518,585
36005019300,14000US36005019300,"Census Tract 193, Bronx County, New York","Census Tract 193, Bronx County, New York",ny,140,0,ACSSF,3598,36,5,19300,5853,623
36005019400,14000US36005019400,"Census Tract 194, Bronx County, New York","Census Tract 194, Bronx County, New York",ny,140,0,ACSSF,3599,36,5,19400,2291,192
36005019500,14000US36005019500,"Census Tract 195, Bronx County, New York","Census Tract 195, Bronx County, New York",ny,140,0,ACSSF,3600,36,5,19500,7352,546
36005019700,14000US36005019700,"Census Tract 197, Bronx County, New York","Census Tract 197, Bronx County, New York",ny,140,0,ACSSF,3601,36,5,19700,7489,482
36005019900,14000US36005019900,"Census Tract 199, Bronx County, New York","Census Tract 199, Bronx County, New York",ny,140,0,ACSSF,3602,36,5,19900,8763,471
36005020000,14000US36005020000,"Census Tract 200, Bronx County, New York","Census Tract 200, Bronx County, New York",ny,140,0,ACSSF,3603,36,5,20000,4671,354
36005020100,14000US36005020100,"Census Tract 201, Bronx County, New York","Census Tract 201, Bronx County, New York",ny,140,0,ACSSF,3604,36,5,20100,4909,412
36005020200,14000US36005020200,"Census Tract 202, Bronx County, New York","Census Tract 202, Bronx County, New York",ny,140,0,ACSSF,3605,36,5,20200,2257,163
36005020400,14000US36005020400,"Census Tract 204, Bronx County, New York","Census Tract 204, Bronx County, New York",ny,140,0,ACSSF,3606,36,5,20400,3264,190
36005020501,14000US36005020501,"Census Tract 205.01, Bronx County, New York","Census Tract 205.01, Bronx County, New York",ny,140,0,ACSSF,3607,36,5,20501,7400,565
36005020502,14000US36005020502,"Census Tract 205.02, Bronx County, New York","Census Tract 205.02, Bronx County, New York",ny,140,0,ACSSF,3608,36,5,20502,2034,215
36005020601,14000US36005020601,"Census Tract 206.01, Bronx County, New York","Census Tract 206.01, Bronx County, New York",ny,140,0,ACSSF,3609,36,5,20601,2816,210
36005020900,14000US36005020900,"Census Tract 209, Bronx County, New York","Census Tract 209, Bronx County, New York",ny,140,0,ACSSF,3610,36,5,20900,4784,321
36005021001,14000US36005021001,"Census Tract 210.01, Bronx County, New York","Census Tract 210.01, Bronx County, New York",ny,140,0,ACSSF,3611,36,5,21001,9511,621
36005021002,14000US36005021002,"Census Tract 210.02, Bronx County, New York","Census Tract 210.02, Bronx County, New York",ny,140,0,ACSSF,3612,36,5,21002,7201,457
36005021100,14000US36005021100,"Census Tract 211, Bronx County, New York","Census Tract 211, Bronx County, New York",ny,140,0,ACSSF,3613,36,5,21100,5157,422
36005021200,14000US36005021200,"Census Tract 212, Bronx County, New York","Census Tract 212, Bronx County, New York",ny,140,0,ACSSF,3614,36,5,21200,5202,188
36005021301,14000US36005021301,"Census Tract 213.01, Bronx County, New York","Census Tract 213.01, Bronx County, New York",ny,140,0,ACSSF,3615,36,5,21301,1160,83
36005021302,14000US36005021302,"Census Tract 213.02, Bronx County, New York","Census Tract 213.02, Bronx County, New York",ny,140,0,ACSSF,3616,36,5,21302,6337,587
36005021501,14000US36005021501,"Census Tract 215.01, Bronx County, New York","Census Tract 215.01, Bronx County, New York",ny,140,0,ACSSF,3617,36,5,21501,4887,444
36005021502,14000US36005021502,"Census Tract 215.02, Bronx County, New York","Census Tract 215.02, Bronx County, New York",ny,140,0,ACSSF,3618,36,5,21502,6687,490
36005021601,14000US36005021601,"Census Tract 216.01, Bronx County, New York","Census Tract 216.01, Bronx County, New York",ny,140,0,ACSSF,3619,36,5,21601,4428,404
36005021602,14000US36005021602,"Census Tract 216.02, Bronx County, New York","Census Tract 216.02, Bronx County, New York",ny,140,0,ACSSF,3620,36,5,21602,5617,289
36005021700,14000US36005021700,"Census Tract 217, Bronx County, New York","Census Tract 217, Bronx County, New York",ny,140,0,ACSSF,3621,36,5,21700,5438,444
36005021800,14000US36005021800,"Census Tract 218, Bronx County, New York","Census Tract 218, Bronx County, New York",ny,140,0,ACSSF,3622,36,5,21800,6765,664
36005021900,14000US36005021900,"Census Tract 219, Bronx County, New York","Census Tract 219, Bronx County, New York",ny,140,0,ACSSF,3623,36,5,21900,1118,72
36005022000,14000US36005022000,"Census Tract 220, Bronx County, New York","Census Tract 220, Bronx County, New York",ny,140,0,ACSSF,3624,36,5,22000,2410,228
36005022101,14000US36005022101,"Census Tract 221.01, Bronx County, New York","Census Tract 221.01, Bronx County, New York",ny,140,0,ACSSF,3625,36,5,22101,3927,501
36005022102,14000US36005022102,"Census Tract 221.02, Bronx County, New York","Census Tract 221.02, Bronx County, New York",ny,140,0,ACSSF,3626,36,5,22102,5453,432
36005022200,14000US36005022200,"Census Tract 222, Bronx County, New York","Census Tract 222, Bronx County, New York",ny,140,0,ACSSF,3627,36,5,22200,3262,206
36005022300,14000US36005022300,"Census Tract 223, Bronx County, New York","Census Tract 223, Bronx County, New York",ny,140,0,ACSSF,3628,36,5,22300,5275,205
36005022401,14000US36005022401,"Census Tract 224.01, Bronx County, New York","Census Tract 224.01, Bronx County, New York",ny,140,0,ACSSF,3629,36,5,22401,2625,186
36005022403,14000US36005022403,"Census Tract 224.03, Bronx County, New York","Census Tract 224.03, Bronx County, New York",ny,140,0,ACSSF,3630,36,5,22403,3651,215
36005022404,14000US36005022404,"Census Tract 224.04, Bronx County, New York","Census Tract 224.04, Bronx County, New York",ny,140,0,ACSSF,3631,36,5,22404,4186,269
36005022500,14000US36005022500,"Census Tract 225, Bronx County, New York","Census Tract 225, Bronx County, New York",ny,140,0,ACSSF,3632,36,5,22500,8570,899
36005022701,14000US36005022701,"Census Tract 227.01, Bronx County, New York","Census Tract 227.01, Bronx County, New York",ny,140,0,ACSSF,3633,36,5,22701,5702,447
36005022702,14000US36005022702,"Census Tract 227.02, Bronx County, New York","Census Tract 227.02, Bronx County, New York",ny,140,0,ACSSF,3634,36,5,22702,1534,100
36005022703,14000US36005022703,"Census Tract 227.03, Bronx County, New York","Census Tract 227.03, Bronx County, New York",ny,140,0,ACSSF,3635,36,5,22703,1841,148
36005022800,14000US36005022800,"Census Tract 228, Bronx County, New York","Census Tract 228, Bronx County, New York",ny,140,0,ACSSF,3636,36,5,22800,6023,311
36005022901,14000US36005022901,"Census Tract 229.01, Bronx County, New York","Census Tract 229.01, Bronx County, New York",ny,140,0,ACSSF,3637,36,5,22901,5922,631
36005022902,14000US36005022902,"Census Tract 229.02, Bronx County, New York","Census Tract 229.02, Bronx County, New York",ny,140,0,ACSSF,3638,36,5,22902,3537,353
36005023000,14000US36005023000,"Census Tract 230, Bronx County, New York","Census Tract 230, Bronx County, New York",ny,140,0,ACSSF,3639,36,5,23000,2974,189
36005023100,14000US36005023100,"Census Tract 231, Bronx County, New York","Census Tract 231, Bronx County, New York",ny,140,0,ACSSF,3640,36,5,23100,1570,122
36005023200,14000US36005023200,"Census Tract 232, Bronx County, New York","Census Tract 232, Bronx County, New York",ny,140,0,ACSSF,3641,36,5,23200,2804,171
36005023301,14000US36005023301,"Census Tract 233.01, Bronx County, New York","Census Tract 233.01, Bronx County, New York",ny,140,0,ACSSF,3642,36,5,23301,3919,190
36005023302,14000US36005023302,"Census Tract 233.02, Bronx County, New York","Census Tract 233.02, Bronx County, New York",ny,140,0,ACSSF,3643,36,5,23302,3647,262
36005023501,14000US36005023501,"Census Tract 235.01, Bronx County, New York","Census Tract 235.01, Bronx County, New York",ny,140,0,ACSSF,3644,36,5,23501,3235,360
36005023502,14000US36005023502,"Census Tract 235.02, Bronx County, New York","Census Tract 235.02, Bronx County, New York",ny,140,0,ACSSF,3645,36,5,23502,4781,200
36005023600,14000US36005023600,"Census Tract 236, Bronx County, New York","Census Tract 236, Bronx County, New York",ny,140,0,ACSSF,3646,36,5,23600,2110,199
36005023702,14000US36005023702,"Census Tract 237.02, Bronx County, New York","Census Tract 237.02, Bronx County, New York",ny,140,0,ACSSF,3647,36,5,23702,1203,98
36005023703,14000US36005023703,"Census Tract 237.03, Bronx County, New York","Census Tract 237.03, Bronx County, New York",ny,140,0,ACSSF,3648,36,5,23703,5746,489
36005023704,14000US36005023704,"Census Tract 237.04, Bronx County, New York","Census Tract 237.04, Bronx County, New York",ny,140,0,ACSSF,3649,36,5,23704,4295,493
36005023800,14000US36005023800,"Census Tract 238, Bronx County, New York","Census Tract 238, Bronx County, New York",ny,140,0,ACSSF,3650,36,5,23800,2551,151
36005023900,14000US36005023900,"Census Tract 239, Bronx County, New York","Census Tract 239, Bronx County, New York",ny,140,0,ACSSF,3651,36,5,23900,7547,690
36005024000,14000US36005024000,"Census Tract 240, Bronx County, New York","Census Tract 240, Bronx County, New York",ny,140,0,ACSSF,3652,36,5,24000,3986,241
36005024100,14000US36005024100,"Census Tract 241, Bronx County, New York","Census Tract 241, Bronx County, New York",ny,140,0,ACSSF,3653,36,5,24100,6378,610
36005024300,14000US36005024300,"Census Tract 243, Bronx County, New York","Census Tract 243, Bronx County, New York",ny,140,0,ACSSF,3654,36,5,24300,5446,442
36005024400,14000US36005024400,"Census Tract 244, Bronx County, New York","Census Tract 244, Bronx County, New York",ny,140,0,ACSSF,3655,36,5,24400,2276,119
36005024501,14000US36005024501,"Census Tract 245.01, Bronx County, New York","Census Tract 245.01, Bronx County, New York",ny,140,0,ACSSF,3656,36,5,24501,5601,608
36005024502,14000US36005024502,"Census Tract 245.02, Bronx County, New York","Census Tract 245.02, Bronx County, New York",ny,140,0,ACSSF,3657,36,5,24502,3882,214
36005024600,14000US36005024600,"Census Tract 246, Bronx County, New York","Census Tract 246, Bronx County, New York",ny,140,0,ACSSF,3658,36,5,24600,2365,68
36005024700,14000US36005024700,"Census Tract 247, Bronx County, New York","Census Tract 247, Bronx County, New York",ny,140,0,ACSSF,3659,36,5,24700,1884,88
